geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,NofSnps,source
801,14343,CALM1,0.469,0.793,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
836,14430,CASP3,0.391,0.862,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2008,2008,1,0,CTD_human
945,14634,CD33,0.567,0.586,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2011,2011,2,0,CTD_human
1139,15356,CHRNA7,0.55,0.552,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2008,2008,1,0,CTD_human
1141,15356,CHRNB2,0.619,0.207,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
1191,15931,CLU,0.456,0.793,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2011,3,0,CTD_human
1200,15931,TPP1,0.611,0.586,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1999,1999,1,0,CTD_human
1378,16881,CR1,0.607,0.621,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2011,2,0,CTD_human
1392,16956,CRH,0.456,0.759,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1995,1995,1,0,CTD_human
1471,17777,CST3,0.5,0.724,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,2,0,CTD_human
1565,18015,CYP2D6,0.461,0.724,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1995,1995,1,0,CTD_human
1636,18242,ACE,0.367,0.897,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1999,2007,4,0,CTD_human
1718,103737,DHCR24,0.572,0.655,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2013,2013,1,0,CTD_human
1808,54128,DPYSL2,0.63,0.517,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
1965,19645,EIF2S1,0.598,0.517,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2008,2008,1,0,CTD_human
2023,24052,ENO1,0.516,0.828,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
2041,20497,EPHA1,0.596,0.586,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2011,2011,2,0,CTD_human
2099,11304,ESR1,0.355,0.897,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
2147,21824,F2,0.466,0.793,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1993,1993,1,0,CTD_human
2932,14161,GSK3B,0.488,0.793,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2013,2,0,CTD_human
3077,170767,HFE,0.44,0.69,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2004,2006,2,0,CTD_human
3127,22059,HLA-DRB5,0.648,0.517,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2018,2018,1,0,CTD_human
3162,22094,HMOX1,0.403,0.862,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
3416,16193,IDE,0.627,0.483,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
3479,12504,IGF1,0.355,0.828,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2005,2005,1,0,CTD_human
3480,12504,IGF1R,0.433,0.828,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2005,2005,1,0,CTD_human
3481,12504,IGF2,0.399,0.828,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2005,2005,1,0,CTD_human
3482,12504,IGF2R,0.545,0.655,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2005,2005,1,0,CTD_human
3553,16409,IL1B,0.312,0.931,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
3630,14103,INS,0.458,0.828,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1998,2005,2,0,CTD_human
3643,16156,INSR,0.459,0.724,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2014,2014,1,0,CTD_human
3952,12640,LEP,0.4,0.793,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2010,2010,1,0,CTD_human
4129,13490,MAOB,0.575,0.724,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1995,2011,2,0,CTD_human
4137,13490,MAPT,0.492,0.724,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2003,2016,7,0,CTD_human
4353,14866,MPO,0.435,0.931,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2004,2004,1,0,CTD_human
4524,17313,MTHFR,0.354,0.828,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
4846,19038,NOS3,0.401,0.862,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1999,2006,2,0,CTD_human
4852,19038,NPY,0.469,0.69,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2002,2002,1,0,CTD_human
5328,20276,PLAU,0.434,0.69,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,,,0,0,CTD_human
5336,20415,PLCG2,0.636,0.621,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2017,2017,1,0,CTD_human
5468,22171,PPARG,0.388,0.828,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2005,2006,2,0,CTD_human
5621,11429,PRNP,0.474,0.897,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
5649,11481,RELN,0.547,0.655,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2010,2010,1,0,CTD_human
5663,11487,PSEN1,0.49,0.69,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1995,2018,13,0,CTD_human
5664,11487,PSEN2,0.567,0.517,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,1997,2006,3,0,CTD_human
5697,11517,PYY,0.639,0.414,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2002,2002,1,0,CTD_human
6517,228410,SLC2A4,0.564,0.586,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2014,2014,1,0,CTD_human
6648,226414,SOD2,0.396,0.897,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
6653,13163,SORL1,0.619,0.483,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,,,0,0,CTD_human
7018,13637,TF,0.548,0.724,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2004,2007,2,0,CTD_human
7019,13637,TFAM,0.565,0.655,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
7124,13874,TNF,0.263,0.966,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
7167,58193,TPI1,0.564,0.655,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
7422,229906,VEGFA,0.298,0.897,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2005,2005,1,0,CTD_human
7447,23894,VSNL1,0.652,0.345,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2015,2015,1,0,CTD_human
7782,234734,SLC30A4,0.72,0.31,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2006,2006,1,0,CTD_human
8301,12012,PICALM,0.639,0.31,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2011,2,0,CTD_human
10347,15977,ABCA7,0.69,0.379,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2011,2015,2,0,CTD_human
10858,16665,CYP46A1,0.735,0.207,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
22976,16413,PAXIP1,0.773,0.138,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,,,0,0,CTD_human
23237,66585,ARC,0.636,0.517,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
23385,73341,NCSTN,0.681,0.379,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
23607,57266,CD2AP,0.642,0.448,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2011,2011,2,0,CTD_human
23621,57423,BACE1,0.616,0.517,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2006,2006,1,0,CTD_human
26330,170789,GAPDHS,0.799,0.069,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2007,1,0,CTD_human
27328,22652,PCDH11X,0.72,0.345,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
51225,74129,ABI3,0.743,0.207,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2017,2017,1,0,CTD_human
51338,66592,MS4A4A,0.762,0.172,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2011,2011,1,0,CTD_human
54209,233900,TREM2,0.572,0.552,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2015,2017,2,0,CTD_human
55676,73158,SLC30A6,0.735,0.207,C0750900,"Alzheimer's Disease, Focal Onset",disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2006,2006,1,0,CTD_human
351,11448,APP,0.43,0.862,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2003,2003,1,0,CTD_human
551,13616,AVP,0.486,0.759,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1995,1995,1,0,CTD_human
1437,17350,CSF2,0.356,0.966,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1997,1997,1,0,CTD_human
2770,21687,GNAI1,0.762,0.276,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
2773,21832,GNAI3,0.713,0.483,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
2922,14061,GRP,0.527,0.586,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
3552,17972,IL1A,0.366,0.931,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1994,1994,1,0,CTD_human
3558,16409,IL2,0.373,0.931,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1993,1993,1,0,CTD_human
3569,12043,IL6,0.287,0.966,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1997,1997,1,0,CTD_human
4803,18984,NGF,0.426,0.862,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2006,2009,2,0,CTD_human
5173,27050,PDYN,0.528,0.414,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1995,1995,1,0,CTD_human
5443,103733,POMC,0.382,0.862,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1988,1988,1,0,CTD_human
5550,227290,PREP,0.627,0.552,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1996,1996,1,0,CTD_human
6863,13478,TAC1,0.473,0.793,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1995,2010,3,0,CTD_human
7200,16204,TRH,0.547,0.621,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1993,1995,3,0,CTD_human
10280,15525,SIGMAR1,0.565,0.517,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2002,2002,1,0,CTD_human
11255,17182,HRH3,0.648,0.345,C0750906,Tactile Amnesia,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
351,11448,APP,0.43,0.862,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2003,2003,1,0,CTD_human
551,13616,AVP,0.486,0.759,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1995,1995,1,0,CTD_human
1437,17350,CSF2,0.356,0.966,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1997,1997,1,0,CTD_human
2770,21687,GNAI1,0.762,0.276,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
2773,21832,GNAI3,0.713,0.483,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
2922,14061,GRP,0.527,0.586,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
3552,17972,IL1A,0.366,0.931,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1994,1994,1,0,CTD_human
3558,16409,IL2,0.373,0.931,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1993,1993,1,0,CTD_human
3569,12043,IL6,0.287,0.966,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1997,1997,1,0,CTD_human
4803,18984,NGF,0.426,0.862,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2006,2009,2,0,CTD_human
5173,27050,PDYN,0.528,0.414,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1995,1995,1,0,CTD_human
5443,103733,POMC,0.382,0.862,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1988,1988,1,0,CTD_human
5550,227290,PREP,0.627,0.552,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1996,1996,1,0,CTD_human
6863,13478,TAC1,0.473,0.793,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1995,2010,3,0,CTD_human
7200,16204,TRH,0.547,0.621,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,1993,1995,3,0,CTD_human
10280,15525,SIGMAR1,0.565,0.517,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2002,2002,1,0,CTD_human
11255,17182,HRH3,0.648,0.345,C0750907,Amnestic State,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.3,,2001,2001,1,0,CTD_human
940,14618,CD28,0.488,0.793,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
1116,15233,CHI3L1,0.502,0.793,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
1434,12265,CSE1L,0.621,0.586,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.02,1,2013,2015,2,0,BEFREE
1500,17921,CTNND1,0.572,0.586,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.02,1,2013,2015,2,0,BEFREE
1636,18242,ACE,0.367,0.897,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,1996,1996,1,0,BEFREE
2592,67041,GALT,0.63,0.517,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2005,2005,1,1,BEFREE
3576,20656,CXCL8,0.342,0.862,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
3579,20656,CXCR2,0.482,0.828,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
3956,12640,LGALS1,0.496,0.793,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2005,2005,1,0,BEFREE
4035,12908,LRP1,0.533,0.724,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,0,2015,2015,1,1,BEFREE
4524,17313,MTHFR,0.354,0.828,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,1999,1999,1,0,BEFREE
5175,20103,PECAM1,0.492,0.69,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2005,2005,1,1,BEFREE
6347,12729,CCL2,0.353,0.897,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
6962,230857,TRBV20OR9-2,0.423,0.897,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
7249,192176,TSC2,0.463,0.69,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
9564,18612,BCAR1,0.584,0.655,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.02,1,2013,2015,2,0,BEFREE
23085,53382,ERC1,0.815,0.241,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
26047,21683,CNTNAP2,0.582,0.552,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
27086,18992,FOXP1,0.528,0.69,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
27087,18992,B3GAT1,0.554,0.655,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
51083,93872,GAL,0.529,0.759,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.01,1,2005,2005,1,0,BEFREE
53335,226541,BCL11A,0.572,0.621,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.3,,2017,2017,1,0,CTD_human
93986,75953,FOXP2,0.598,0.517,C0750927,"Apraxia, Developmental Verbal",disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.8,1,1990,2018,19,6,BEFREE;CLINVAR;CTD_human;ORPHANET;UNIPROT
351,11448,APP,0.43,0.862,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.32,1,2005,2016,3,0,BEFREE;CTD_human
1356,24051,CP,0.5,0.586,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2003,2003,1,0,CTD_human
1786,18772,DNMT1,0.438,0.759,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2011,2011,1,0,CTD_human
2896,12961,GRN,0.476,0.724,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2007,2009,2,0,CTD_human
4137,13490,MAPT,0.492,0.724,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.31,0,2002,2012,3,1,BEFREE;CTD_human
5621,11429,PRNP,0.474,0.897,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.01,1,1989,1989,1,0,BEFREE
5628,11429,PROS2P,0.886,0.103,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
5663,11487,PSEN1,0.49,0.69,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.04,1,2005,2014,4,3,BEFREE
5664,11487,PSEN2,0.567,0.517,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
6531,13016,SLC6A3,0.484,0.69,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2008,2008,1,0,CTD_human
9445,13640,ITM2B,0.667,0.448,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.04,1,2005,2016,4,0,BEFREE
23315,12593,SLC9A8,0.762,0.241,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
54209,233900,TREM2,0.572,0.552,C0751071,Familial Dementia,disease,C10;F03,Mental or Behavioral Dysfunction,0.3,,2010,2010,1,0,CTD_human
348,11448,APOE,0.352,0.931,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.08,0.875,2002,2018,8,0,BEFREE
351,11448,APP,0.43,0.862,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.02,1,2008,2014,2,0,BEFREE
573,13805,BAG1,0.573,0.621,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,1,BEFREE
627,13872,BDNF,0.382,0.828,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,2,BEFREE
1437,17350,CSF2,0.356,0.966,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.02,1,2006,2014,2,0,BEFREE
1471,17777,CST3,0.5,0.724,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
1634,18242,DCN,0.505,0.69,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
1639,18242,DCTN1,0.604,0.414,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
2521,16997,FUS,0.533,0.586,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.1,0.98,2010,2018,50,3,BEFREE
2896,12961,GRN,0.476,0.724,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.4,0.977443609022556,2006,2018,134,8,BEFREE;CTD_human
2965,14573,GTF2H1,0.562,0.621,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.05,1,2012,2017,5,0,BEFREE
3014,17200,H2AFX,0.511,0.69,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
3077,170767,HFE,0.44,0.69,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,1,BEFREE
3123,21405,HLA-DRB1,0.347,0.897,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
3145,22084,HMBS,0.6,0.552,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.03,0.6666667,2009,2013,3,0,BEFREE
3178,22346,HNRNPA1,0.561,0.69,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,1,BEFREE
3483,12504,IGFALS,0.565,0.69,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.08,0.875,2007,2016,8,0,BEFREE
3569,12043,IL6,0.287,0.966,C0751072,Frontotemporal Lobar Degeneration,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
