geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,source
50814,50781,NSDHL,0.667,0.483,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
51244,30940,CCDC174,0.799,0.241,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
51322,53902,WAC,0.713,0.552,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54496,242785,PRMT7,0.672,0.379,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54551,230848,MAGEL2,0.642,0.379,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54872,75619,PIGG,0.773,0.172,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54888,101490,NSUN2,0.659,0.586,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54941,140629,RNF125,0.648,0.552,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55084,170822,SOBP,0.834,0.172,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55149,105689,MTPAP,0.685,0.621,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55209,68652,SETD5,0.611,0.69,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55210,68652,ATAD3A,0.652,0.448,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55252,260305,ASXL2,0.72,0.379,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55526,74148,DHTKD1,0.762,0.241,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55690,21981,PACS1,0.676,0.483,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55697,67490,VAC14,0.627,0.552,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55777,433926,MBD5,0.58,0.552,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55780,433926,ERMARD,0.707,0.31,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55784,433926,MCTP2,0.645,0.517,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
56521,67590,DNAJC12,0.727,0.345,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
56623,52856,INPP5E,0.63,0.552,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
57498,66055,KIDINS220,0.579,0.655,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
57502,66055,NLGN4X,0.743,0.345,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
57511,66307,COG6,0.685,0.379,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79718,71865,TBL1XR1,0.567,0.69,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79813,69538,EHMT1,0.579,0.586,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
80185,319984,TTI2,0.752,0.241,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
80254,214505,CEP63,0.648,0.414,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
81704,217364,DOCK8,0.611,0.586,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
81887,75894,LAS1L,0.696,0.552,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
83636,191578,C19orf12,0.667,0.379,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
84334,235533,APOPT1,0.69,0.414,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
84720,415115,PIGO,0.727,0.31,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
84992,225912,PIGY,0.707,0.345,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
92344,214469,GORAB,0.663,0.552,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
93986,75953,FOXP2,0.598,0.517,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.41,1,2009,2017,2,HPO
117581,56697,TWIST2,0.57,0.586,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
119559,70551,SFXN4,0.785,0.276,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
123263,208846,MTFMT,0.743,0.241,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
124997,113868,WDR81,0.69,0.276,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
137492,69367,VPS37A,0.752,0.31,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
157657,18293,C8orf37,0.639,0.483,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
170302,11852,ARX,0.541,0.448,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
253738,97908,EBF3,0.645,0.517,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
254065,12577,BRWD3,0.743,0.379,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
259232,117590,NALCN,0.609,0.586,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
259266,243535,ASPM,0.586,0.69,C0241210,Speech Delay,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3356,21354,HTR2A,0.488,0.759,C0270458,Severe major depression with psychotic features,disease,"",Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
4128,13371,MAOA,0.497,0.655,C0270458,Severe major depression with psychotic features,disease,"",Mental or Behavioral Dysfunction,0.3,1,2013,2014,2,PSYGENET
6531,13016,SLC6A3,0.484,0.69,C0270458,Severe major depression with psychotic features,disease,"",Mental or Behavioral Dysfunction,0.31,1,1995,1995,1,PSYGENET
6571,64138,SLC18A2,0.575,0.621,C0270458,Severe major depression with psychotic features,disease,"",Mental or Behavioral Dysfunction,0.31,1,1996,1996,1,PSYGENET
7166,58193,TPH1,0.611,0.586,C0270458,Severe major depression with psychotic features,disease,"",Mental or Behavioral Dysfunction,0.3,1,2013,2014,2,PSYGENET
84062,381694,DTNBP1,0.619,0.379,C0270458,Severe major depression with psychotic features,disease,"",Mental or Behavioral Dysfunction,0.32,1,2011,2016,2,PSYGENET
84062,381694,DTNBP1,0.619,0.379,C0270458,Severe major depression with psychotic features,disease,"",Mental or Behavioral Dysfunction,0.32,1,2011,2016,3,PSYGENET
2896,12961,GRN,0.476,0.724,C0338462,Semantic Dementia,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.52,1,2010,2015,2,ORPHANET
4137,13490,MAPT,0.492,0.724,C0338462,Semantic Dementia,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.55,1,1998,2011,6,ORPHANET
5663,11487,PSEN1,0.49,0.69,C0338462,Semantic Dementia,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.5,,2001,2001,1,ORPHANET
54209,233900,TREM2,0.572,0.552,C0338462,Semantic Dementia,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.3,,,,0,ORPHANET
54664,27999,TMEM106B,0.624,0.379,C0338462,Semantic Dementia,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.3,,,,0,ORPHANET
2896,12961,GRN,0.476,0.724,C0338462,Semantic Dementia,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.52,1,2010,2015,4,ORPHANET
4137,13490,MAPT,0.492,0.724,C0338462,Semantic Dementia,disease,C10;C18;F03,Mental or Behavioral Dysfunction,0.55,1,1998,2011,11,ORPHANET
1512,17926,CTSH,0.663,0.517,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3060,18823,HCRT,0.579,0.724,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3119,21405,HLA-DQB1,0.446,0.862,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3123,21405,HLA-DRB1,0.347,0.897,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4221,14450,MEN1,0.463,0.724,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4340,14823,MOG,0.621,0.655,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5032,67891,P2RY11,0.752,0.31,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7292,104346,TNFSF4,0.582,0.69,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
22891,11416,ZNF365,0.685,0.448,C0338591,"Amnesia, Transient Global",disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
120,17025,ADD3,0.659,0.483,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2010,2010,1,HPO
207,109900,AKT1,0.355,0.862,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.13,1,2011,2013,3,HPO
355,17101,FAS,0.393,0.862,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.12,1,2007,2014,2,HPO
545,99586,ATR,0.486,0.759,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
549,13616,AUH,0.727,0.207,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
673,14071,BRAF,0.352,0.793,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2009,2009,1,HPO
1062,17688,CENPE,0.633,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1281,16453,COL3A1,0.51,0.759,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1289,16485,COL5A1,0.586,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1643,18242,DDB2,0.607,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1716,103737,DGUOK,0.616,0.448,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1756,110094,DMD,0.477,0.724,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.16,1,1995,2013,6,HPO
2068,20682,ERCC2,0.447,0.828,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2071,20682,ERCC3,0.541,0.793,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2072,20682,ERCC4,0.503,0.724,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2073,20682,ERCC5,0.518,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2077,20741,ERF,0.596,0.448,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2200,22139,FBN1,0.469,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2218,22275,FKTN,0.522,0.586,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2245,22436,FGD1,0.621,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2261,11634,FGFR3,0.417,0.759,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2316,12374,FLNA,0.456,0.793,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2475,15488,MTOR,0.399,0.793,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.12,1,2014,2015,2,HPO
2632,330260,GBE1,0.621,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2706,20655,GJB2,0.484,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2717,20869,GLA,0.588,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2760,21410,GM2A,0.681,0.345,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2778,21832,GNAS,0.443,0.793,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2895,12260,GRID2,0.672,0.345,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3643,16156,INSR,0.459,0.724,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.12,1,2006,2013,2,HPO
3679,20343,ITGA7,0.663,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3920,12299,LAMP2,0.604,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2018,2018,1,HPO
4099,13195,MAG,0.621,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4128,13371,MAOA,0.497,0.655,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.12,1,1998,2016,2,HPO
4668,54611,NAGA,0.621,0.448,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4774,231329,NFIA,0.633,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2014,2014,1,HPO
4867,19075,NPHP1,0.619,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4952,19216,OCRL,0.577,0.586,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5116,19943,PCNT,0.577,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5189,20103,PEX1,0.554,0.655,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5190,20103,PEX6,0.562,0.655,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5192,20103,PEX10,0.582,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5193,20103,PEX12,0.586,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5194,20103,PEX13,0.579,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5195,20103,PEX14,0.588,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5238,20055,PGM3,0.667,0.448,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5290,20133,PIK3CA,0.341,0.897,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2013,2013,1,HPO
5428,21938,POLG,0.477,0.724,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5728,11520,PTEN,0.334,0.828,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5824,66401,PEX19,0.577,0.655,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5828,319924,PEX2,0.575,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5830,319924,PEX5,0.555,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5932,109979,RBBP8,0.611,0.586,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6310,26372,ATXN1,0.55,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6334,16826,SCN8A,0.557,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.13,0.3333333,2006,2016,3,HPO
6389,12797,SDHA,0.55,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6390,12797,SDHB,0.513,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6391,12797,SDHC,0.547,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6392,23849,SDHD,0.499,0.793,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6571,64138,SLC18A2,0.575,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6697,13204,SPR,0.667,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6712,13204,SPTBN2,0.648,0.483,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2013,2013,1,HPO
7248,192176,TSC1,0.403,0.759,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7249,192176,TSC2,0.463,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7317,14467,UBA1,0.69,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7507,15171,XPA,0.551,0.655,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7508,15171,XPC,0.523,0.655,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7518,387285,XRCC4,0.55,0.724,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8200,11950,GDF5,0.557,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8243,66335,SMC1A,0.565,0.724,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8270,28080,LAGE3,0.762,0.241,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8425,67065,LTBP4,0.627,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8504,12311,PEX3,0.588,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8799,12572,PEX11B,0.592,0.586,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8913,109791,CACNA1G,0.627,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9126,14219,SMC3,0.572,0.759,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9150,107869,CTDP1,0.627,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9215,13194,LARGE1,0.53,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9244,330817,CRLF1,0.652,0.414,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9409,13617,PEX16,0.586,0.586,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9526,13829,MPDU1,0.713,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9652,14125,TTC37,0.69,0.448,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9829,70750,DNAJC6,0.681,0.276,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9907,14460,AP5Z1,0.672,0.345,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10102,107477,TSFM,0.696,0.345,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10157,15002,AASS,0.713,0.345,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10293,15510,TRAIP,0.663,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10300,15510,KATNB1,0.701,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10483,11428,SEC23B,0.596,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10585,228550,POMT1,0.559,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10733,16516,PLK4,0.594,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10806,16211,SDCCAG8,0.602,0.621,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
22845,56200,DOLK,0.727,0.31,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
22995,50797,CEP152,0.667,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
23529,20016,CLCF1,0.713,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
25778,14828,DSTYK,0.743,0.31,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
25821,16890,MTO1,0.636,0.345,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
26191,58184,PTPN22,0.497,0.793,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
29925,18577,GMPPB,0.645,0.345,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
29927,18577,SEC61A1,0.773,0.276,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
29954,68797,POMT2,0.558,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
50964,225742,SOST,0.579,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
51002,231834,TPRKB,0.762,0.241,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54453,229791,RIN2,0.676,0.483,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54507,68875,ADAMTSL4,0.696,0.483,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54585,170731,LZTFL1,0.672,0.448,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54840,319448,APTX,0.619,0.414,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54902,74522,TTC19,0.659,0.345,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55624,636931,POMGNT1,0.557,0.483,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55644,68729,OSGEP,0.727,0.31,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55670,69632,PEX26,0.584,0.552,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55835,223697,CENPJ,0.596,0.586,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
56652,228765,TWNK,0.567,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
57122,245847,NUP107,0.645,0.379,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
57165,66394,GJC2,0.619,0.517,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2014,2014,1,HPO
57582,67279,KCNT1,0.621,0.172,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
64221,109212,ROBO3,0.557,0.793,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
64840,56335,PORCN,0.557,0.586,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79087,94246,ALG12,0.799,0.207,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79147,83675,FKRP,0.514,0.586,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79718,71865,TBL1XR1,0.567,0.69,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79738,327799,BBS10,0.676,0.414,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2016,2016,1,HPO
79796,52397,ALG9,0.681,0.448,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79827,67573,CLMP,0.743,0.207,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
80207,107733,OPA3,0.652,0.276,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
80208,107733,SPG11,0.586,0.483,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.12,1,2008,2010,2,HPO
80347,27660,COASY,0.621,0.448,C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,0.11,1,2010,2010,1,HPO
